PROJECT_ID	PROTEIN_ID	EGGNOG_GROUP_CODE	EGGNOG_LEVEL	QUERY_LENGHT	HMM_FROM	HMM_TO	SEQ_FROM	SEQ_TO	QUERY_COVERAGE	PARENT_LUCA_GROUPS	COG_FUNCTIONAL_CATEGORIES	FUNCTIONAL_DESCRIPTION
1094188.PRJNA73891	1094188.PRJNA73891.YSBL_0159	0EXDB	cloNOG	263	18	216	9	261	0.958174904943	COG1714,COG3254	S	RDD domain containing protein
1094188.PRJNA73891	1094188.PRJNA73891.YSBL_0160	0ES18	cloNOG	326	49	359	1	320	0.978527607362	COG0616	O	signal peptide peptidase SppA, 36K type
1094188.PRJNA73891	1094188.PRJNA73891.YSBL_0161	0ESEK	cloNOG	198	1	191	1	192	0.964646464646	COG1971,COG0428	P	Probably functions as a manganese efflux pump (By similarity)
1094188.PRJNA73891	1094188.PRJNA73891.YSBL_0164	0ENYM	cloNOG	286	1	285	1	285	0.993006993007	COG1131,0XQRE,COG0841	S	ABC transporter, ATP-binding protein
1094188.PRJNA73891	1094188.PRJNA73891.YSBL_0165	0EX6V	cloNOG	417	2	383	3	410	0.976019184652	127XA	S	
1094188.PRJNA73891	1094188.PRJNA73891.YSBL_0166	0EX6V	cloNOG	638	403	718	3	342	0.531347962382	127XA	S	
1094188.PRJNA73891	1094188.PRJNA73891.YSBL_0167	0ENX8	cloNOG	394	11	401	2	392	0.989847715736	COG0133,COG0134,COG0135	E	The beta subunit is responsible for the synthesis of L- tryptophan from indole and L-serine (By similarity)
1094188.PRJNA73891	1094188.PRJNA73891.YSBL_0168	0EPU7	cloNOG	256	1	262	1	255	0.9921875	COG0159	E	The alpha subunit is responsible for the aldol cleavage of indoleglycerol phosphate to indole and glyceraldehyde 3- phosphate (By similarity)
1094188.PRJNA73891	1094188.PRJNA73891.YSBL_0169	0EQ5Z	cloNOG	349	7	319	34	345	0.89111747851	COG0053,COG0561	P	cation diffusion facilitator family transporter
1094188.PRJNA73891	1094188.PRJNA73891.YSBL_0170	0ESDX	cloNOG	489	1	466	2	488	0.993865030675	COG4753,COG0642,11IQG	T	integral membrane sensor signal transduction histidine kinase
1094188.PRJNA73891	1094188.PRJNA73891.YSBL_0171	0ESPP	cloNOG	232	2	232	3	231	0.98275862069	COG0745	T	Two component transcriptional regulator, winged helix family
1094188.PRJNA73891	1094188.PRJNA73891.YSBL_0172	0ERWG	cloNOG	228	4	228	3	226	0.978070175439	11FVZ	S	VTC domain
1094188.PRJNA73891	1094188.PRJNA73891.YSBL_0173	0EQ6W	cloNOG	228	2	222	6	227	0.969298245614	11FE5	S	
1094188.PRJNA73891	1094188.PRJNA73891.YSBL_0174	0EPRZ	cloNOG	703	5	587	8	702	0.98719772404	COG4886,COG5337	M	spore coat protein CotH
1094188.PRJNA73891	1094188.PRJNA73891.YSBL_0175	0EPUW	cloNOG	716	6	704	14	714	0.977653631285	COG0370,COG1918	P	Ferrous iron transport protein b
1094188.PRJNA73891	1094188.PRJNA73891.YSBL_0176	0EVE1	cloNOG	79	4	79	3	78	0.949367088608	0ZXI3	P	ferrous iron transport protein
1094188.PRJNA73891	1094188.PRJNA73891.YSBL_0177	0ETPV	cloNOG	159	2	155	3	157	0.968553459119	COG1321,COG1918	K	iron (metal) dependent repressor, DtxR family
1094188.PRJNA73891	1094188.PRJNA73891.YSBL_0178	0EWW1	cloNOG	110	7	113	1	109	0.981818181818	0ZY9K	S	
1094188.PRJNA73891	1094188.PRJNA73891.YSBL_0179	0EQUW	cloNOG	415	76	442	25	342	0.763855421687	COG5263,COG3867	G	arabinogalactan endo-1,4-beta-galactosidase
1094188.PRJNA73891	1094188.PRJNA73891.YSBL_0180	0ETHX	cloNOG	148	6	152	1	147	0.986486486486	11W24	S	C_GCAxxG_C_C family
1094188.PRJNA73891	1094188.PRJNA73891.YSBL_0181	0EQ18	cloNOG	842	1	821	1	818	0.970308788599	0ZVF4,COG2730	G	BNR Asp-box repeat
1094188.PRJNA73891	1094188.PRJNA73891.YSBL_0182	0EVGG	cloNOG	272	245	517	4	268	0.970588235294	COG1442	M	Glycosyl transferase family 8
1094188.PRJNA73891	1094188.PRJNA73891.YSBL_0183	0EPJD	cloNOG	514	3	505	10	514	0.980544747082	COG1502,COG3285	I	Catalyzes the reversible phosphatidyl group transfer from one phosphatidylglycerol molecule to another to form cardiolipin (CL) (diphosphatidylglycerol) and glycerol (By similarity)
1094188.PRJNA73891	1094188.PRJNA73891.YSBL_0184	0ENQN	cloNOG	63	53	102	1	49	0.761904761905	COG1117	P	Part of the ABC transporter complex PstSACB involved in phosphate import. Responsible for energy coupling to the transport system (By similarity)
1094188.PRJNA73891	1094188.PRJNA73891.YSBL_0185	0EP22	cloNOG	239	2	228	6	235	0.958158995816	COG0745	T	Two component transcriptional regulator, winged helix family
1094188.PRJNA73891	1094188.PRJNA73891.YSBL_0186	0EP4V	cloNOG	589	31	446	1	588	0.996604414261	COG4936,COG2197,COG1716,COG3867,COG0004,COG0457,COG1639,COG2198,COG2199,COG0517,COG4753,COG2208,COG3275,COG3850,COG4999,COG0840,COG2203,COG2202,COG1611,COG2200,COG2201,COG2206,COG2207,COG3287,COG2205,0XNMH,COG0643,COG1366,COG5278,COG3300,COG1387,COG2172,COG0745,COG4564,COG4566,COG3437,COG2972,COG2703,COG2204,COG3851,COG3451,COG3452,COG1609,COG1879,COG4585,COG3292,COG1167,COG0699,COG0715,COG0642,COG1352,COG0784,COG4251,COG4250,COG0515,COG4624,COG0834,COG5001,COG0426,COG5002,COG0683,COG0591,COG3322,COG2770,COG2771,COG3614,COG4252,COG3706,COG4191,COG3920,COG3899,COG0347,COG3447,COG2114,COG1455	T	Histidine kinase
1094188.PRJNA73891	1094188.PRJNA73891.YSBL_0187	0EPIZ	cloNOG	511	27	552	2	505	0.984344422701	COG0119,COG2207,COG4753	E	Catalyzes the condensation of the acetyl group of acetyl-CoA with 3-methyl-2-oxobutanoate (2-oxoisovalerate) to form 3-carboxy-3-hydroxy-4-methylpentanoate (2-isopropylmalate) (By similarity)
1094188.PRJNA73891	1094188.PRJNA73891.YSBL_0188	0EQ8U	cloNOG	310	78	380	3	307	0.98064516129	COG2267	I	Alpha beta
1094188.PRJNA73891	1094188.PRJNA73891.YSBL_0189	0EPBB	cloNOG	442	447	881	5	438	0.97963800905	COG1371,COG0494,COG0617,COG0517,COG0432,COG0618	J	polyA polymerase
1094188.PRJNA73891	1094188.PRJNA73891.YSBL_0190	0EUBE	cloNOG	97	3	98	1	96	0.979381443299	COG4496	S	protein, YerC YecD
1094188.PRJNA73891	1094188.PRJNA73891.YSBL_0191	0F0J3	cloNOG	131	1	133	1	129	0.977099236641	0YPCC	S	
1094188.PRJNA73891	1094188.PRJNA73891.YSBL_0192	0ES6T	cloNOG	199	1	191	2	195	0.969849246231	11H67	S	
1094188.PRJNA73891	1094188.PRJNA73891.YSBL_3008	0EPVN	cloNOG	367	556	788	137	367	0.626702997275	COG5492,COG3291,COG3209,COG5184,COG1404,COG3210,COG4253,COG2304,COG3501,COG3979,COG4926	M	RHS repeat-associated core domain protein
1094188.PRJNA73891	1094188.PRJNA73891.YSBL_0123	0EQVE	cloNOG	523	3	499	8	508	0.956022944551	COG0723,COG0665	C	fad dependent oxidoreductase
1094188.PRJNA73891	1094188.PRJNA73891.YSBL_0193	0EP2S	cloNOG	910	2	841	3	908	0.994505494505	COG0653,COG0533	U	Part of the Sec protein translocase complex. Interacts with the SecYEG preprotein conducting channel. Has a central role in coupling the hydrolysis of ATP to the transfer of proteins into and across the cell membrane, serving as an ATP-driven molecular motor driving the stepwise translocation of polypeptide chains across the membrane (By similarity)
